GUID,NetVolume (m³),NetWeight (kg),OuterSurfaceArea (mm²),Area (mm²),Volume (m³),Area per tons (mm²),Net surface area (mm²),Volume (m³).1,Weight (kg),CenterOfGravityX (mm),CenterOfGravityZ (mm),CenterOfGravityY (mm),Height (mm),Length (mm),Width (mm),AnomalyFlag,Scores
0L4mVdLgv4JuaI5EZ$2Yha,0.0013566093516454,10.64938341042,549721.6916397762,567386.946773576,0.0013566093516454,50999000.00000001,567000.0000000001,0.001,10.78,3238.327359161816,2027.066324955216,4301.029862289568,60.0,2359.3,60,1,0.0856573272839303
1e12FVVLf2ehFhVMVathcS,0.0013566093516454,10.64938341042,549721.6916397762,567386.946773576,0.0013566093516454,50999000.00000001,567000.0000000001,0.001,10.78,1228.672640838867,2027.066324955216,165.97013772230272,60.0,2359.3,60,1,0.0903312797776685
3spE3jn4v5ShmjGmf6oHcH,0.0013566093516454,10.64938341042,549721.6916397762,567386.946773576,0.0013566093516454,50999000.00000001,567000.0000000001,0.001,10.78,165.97013772230272,2027.066324955216,3238.327359161816,60.0,2359.3,60,1,0.0911931105457
2EYVEVBvb8x9a9iiAhBw5f,0.0013566093516454,10.64938341042,549721.6916397762,567386.946773576,0.0013566093516454,50999000.00000001,567000.0000000001,0.001,10.78,4301.029862289568,2027.066324955216,1228.672640838867,60.0,2359.3,60,1,0.0831807758667808
2DFlXQafj2uhAM6uzIaXj7,0.0003340604151829,2.622374259187311,172091.73839742207,177681.2504758039,0.0003340604151829,64887000.0,178000.00000000003,0.0,2.65,3404.681632144017,4249.10969753114,2234.377624623808,35.0,1265.4,35,1,0.1548980387863792
0A17kPXlP9NfibzhFXrZok,0.0003340604151829,2.622374259187311,172091.73839742207,177681.2504758039,0.0003340604151829,64887000.0,178000.00000000003,0.0,2.65,2234.377624623808,4249.10969753114,1062.318364904769,35.0,1265.4,35,1,0.1431294865988628
292gQfn3TAlwuXIfgKq4r$,0.0003340604151829,2.622374259187311,172091.73839742207,177681.2504758039,0.0003340604151829,64887000.0,178000.00000000003,0.0,2.65,1062.318364904769,4249.10969753114,2232.622386297352,35.0,1265.4,35,1,0.154808005984969
2qb$OjD852IRxyCjdl7nOP,0.0003340604151829,2.622374259187311,172091.73839742207,177681.2504758039,0.0003340604151829,64887000.0,178000.00000000003,0.0,2.65,2232.622386297352,4249.10969753114,3404.681632144017,35.0,1265.4,35,1,0.1400439842312651
1SCoqshlTBAPh6IYii1j0c,0.0007569411043188,5.94198766889826,385940.3686767781,398998.05490474496,0.0007569411043188,64107999.99999999,399000.00000000006,0.001,6.02,2295.1149791268926,12355.943398145624,1100.9559886900172,40.0,2489.9,40,1,0.1486068226522893
1oTl23sM19e878iSAm78xu,0.0007569411043188,5.94198766889826,385940.3686767781,398998.05490474496,0.0007569411043188,64107999.99999999,399000.00000000006,0.001,6.02,1100.9559886900172,12355.943398145624,2171.885020873107,40.0,2489.9,40,1,0.15478718996221
3VFcuQGIvBhAQjnhQwz4RH,0.0007569411043188,5.94198766889826,385940.3686767781,398998.05490474496,0.0007569411043188,64107999.99999999,399000.00000000006,0.001,6.02,3366.0440113099826,12355.943398145624,2295.1149791268926,40.0,2489.9,40,1,0.1511667444730016
0SY9NzbAXASgHGonvkWezG,0.0007569411043188,5.94198766889826,385940.3686767781,398998.05490474496,0.0007569411043188,64107999.99999999,399000.00000000006,0.001,6.02,2171.885020873107,12355.943398145624,3366.0440113099826,40.0,2489.9,40,1,0.1480079224611856
024OroyDjCbAeME6s9GX6Q,0.0014929493872695,11.7196526900613,604969.0441152669,624294.0920777816,0.0014929493872695,50999000.00000001,624000.0,0.002,11.86,3368.423414156132,425.99569843014274,22.20696324221982,60.0,2596.4,60,1,0.0374965763146285
2iouL$_118iuxU7CSDrXaT,0.0014929493872695,11.7196526900613,604969.0441152669,624294.0920777816,0.0014929493872695,50999000.00000001,624000.0,0.002,11.86,4444.7930318205,425.99569843014274,3368.423414156132,60.0,2596.4,60,1,0.0366429980752132
1cnzkULdr8hBhshWHEuuQi,0.0014929493872695,11.7196526900613,604969.0441152669,624294.0920777816,0.0014929493872695,50999000.00000001,624000.0,0.002,11.86,22.20696324221982,426.0777685285723,1098.5198958613944,60.0,2596.4,60,1,0.0387644446080814
02JoAm_M5CnPTDoVHO1Fhg,0.0014929493872695,11.7196526900613,604969.0441152669,624294.0920777816,0.0014929493872695,50999000.00000001,624000.0,0.002,11.86,1098.5198958613944,425.99569843014274,4444.7930318205,60.0,2596.4,60,1,0.0363402027320525
1XxIzF79TAp9ktp5Z9KOEo,0.0004324715339643,3.39490154161883,220503.57987986,228224.5968235426,0.0004324715339643,64107999.99999999,228000.00000000003,0.0,3.44,2227.201166894836,23912.93212145748,2844.9767658556734,40.0,1422.6,40,1,0.1987168040517965
3I1EBWiG97kOKaHCeNJWGg,0.0004324715339643,3.39490154161883,220503.57987986,228224.5968235426,0.0004324715339643,64107999.99999999,228000.00000000003,0.0,3.44,2844.9767658556734,23912.93212145748,2239.796550715785,40.0,1422.6,40,1,0.1978076028416365
3gNIBL9551_vGOqPftqRi8,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,5076.620466514195,19434.00008147847,2265.9982191074246,30.0,68.0,30,1,0.136649830582512
0cWlAvHJzBAelhmefV0nMF,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-609.7804665242198,19434.00008147847,2200.9982191074123,30.0,68.0,30,1,0.1428521323789344
2FgpNdRY51hBwF5caV3GIf,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-609.7804665242198,23434.00008147068,2200.9982191074123,30.0,68.0,30,1,0.1417799808552978
1xyvOCMjfAnQLo4dfmCleY,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-109.3104667658918,19434.00008147847,2266.013771244133,30.0,68.0,30,1,0.1520973139752521
0ZC3Z_eDn3dQ_3PkySFWPW,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,4576.3104667558855,19434.00008147847,2266.013771244133,30.0,68.0,30,1,0.147356159190616
3Yebe5g0f8f89pYJz3fgYo,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-109.4704667658918,19434.00008147847,2201.013771244133,30.0,68.0,30,1,0.1517538597456378
25gF5LNRzBQxmu3SNk8FW1,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,4576.470466755885,19434.00008147847,2201.013771244133,30.0,68.0,30,1,0.1472388697191078
223VvUrxbCIO4su5oGWD36,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-109.4704667658918,23434.00008147068,2201.013771244133,30.0,68.0,30,1,0.1510026765562315
2IXVBlIbb1aPJI3ET8iOGE,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-109.3104667658918,23434.00008147068,2266.013771244133,30.0,68.0,30,1,0.1519008975291992
2GW36$w1T608A0Jw5MBmWO,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-609.6204665187489,23434.00008147068,2265.9982191074246,30.0,68.0,30,1,0.1420858282830306
2IA0QajIPBzRmwm9MTM2Sm,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,-609.6204665187489,19434.00008147847,2265.9982191074246,30.0,68.0,30,1,0.142592110369187
3AdXed9ED4D9i_MIODEh34,1.45329251752e-05,0.114083462625513,6569.8750416558605,12000.971742752135,1.45329251752e-05,57588000.0,7000.000000000001,0.0,0.12,5076.780466514205,19434.00008147847,2200.9982191074123,30.0,68.0,30,1,0.1365297294706703
0560gDgJ905ufbUAb_Btgd,0.0009744581620239,7.64949657189115,492894.52127843606,510578.8987332712,0.0009744581620239,63512000.0,511000.00000000006,0.001,7.76,2159.279355716915,10979.257830842298,1009.30588521107,45.0,2832.7,45,1,0.1471693125478437
3JpYEE6YP81v_jXAWweWSl,0.0009744581620239,7.64949657189115,492894.52127843606,510578.8987332712,0.0009744581620239,63512000.0,511000.00000000006,0.001,7.76,3457.6941147512325,10979.257830842298,2159.279355716915,45.0,2832.7,45,1,0.1496502713018561
2GcCk2ezT7cBr$wBhNte3h,0.0009744581620239,7.64949657189115,492894.52127843606,510578.8987332712,0.0009744581620239,63512000.0,511000.00000000006,0.001,7.76,1009.30588521107,10979.257830842298,2307.720644250203,45.0,2832.7,45,1,0.1479435374781101
2OsS1lPcDDWvd_nV7fdtk$,0.0009744581620239,7.64949657189115,492894.52127843606,510578.8987332712,0.0009744581620239,63512000.0,511000.00000000006,0.001,7.76,2307.720644250203,10979.257830842298,3457.6941147512325,45.0,2832.7,45,1,0.1414736628482906
3ZgUYhWYrChh0ie5ULPUS5,0.0002874247201419,2.25628405311226,148067.28812975704,152950.2000752845,0.0002874247201419,64887000.0,153000.00000000003,0.0,2.29,2233.441722046017,7248.872965837933,1234.571368030587,35.0,1088.7,35,1,0.1500794659506999
1PLw$vFN1A_8x_I63acz4t,0.0002874247201419,2.25628405311226,148067.28812975704,152950.2000752845,0.0002874247201419,64887000.0,153000.00000000003,0.0,2.29,2233.519947961025,7248.872965837933,3232.42862446054,35.0,1088.7,35,1,0.1496720245930342
2k0JrxzwfBSO7yfVby8HB2,0.0002874247201419,2.25628405311226,148067.28812975704,152950.2000752845,0.0002874247201419,64887000.0,153000.00000000003,0.0,2.29,1234.571368030587,7248.872965837933,2233.519947961025,35.0,1088.7,35,1,0.1616315139329238
1mq$All613zu1EEMmsKWYY,0.0002874247201419,2.25628405311226,148067.28812975704,152950.2000752845,0.0002874247201419,64887000.0,153000.00000000003,0.0,2.29,3232.42862446054,7248.872965837933,2233.441722046017,35.0,1088.7,35,1,0.1587375689101848
1DH7BDmG903eGes$bvNf_I,0.0003808299973881,2.98951547949635,196185.16084439203,202483.3016451921,0.0003808299973881,64887000.0,202000.00000000003,0.0,3.02,2232.622386297352,1251.6296330668963,881.9119517629953,35.0,1442.5000000000002,35,1,0.1376536109800779
26idgDyJf5HhOQy6IvoM2w,0.0003808299973881,2.98951547949635,196185.16084439203,202483.3016451921,0.0003808299973881,64887000.0,202000.00000000003,0.0,3.02,881.6878591478072,1251.6296330668963,2234.5530275668766,35.0,1442.5000000000002,35,1,0.1422313286337433
0nOCsXz4z2_efzbBRBCWUa,0.0003808299973881,2.98951547949635,196185.16084439203,202483.3016451921,0.0003808299973881,64887000.0,202000.00000000003,0.0,3.02,2234.377624623808,1251.6296330668963,3585.5362367327257,35.0,1442.5000000000002,35,1,0.124154928555857
3JBPBmt2TBc8hmXw02u7Sd,0.0003808299973881,2.98951547949635,196185.16084439203,202483.3016451921,0.0003808299973881,64887000.0,202000.00000000003,0.0,3.02,3585.312137449176,1251.6296330668963,2232.895160928824,35.0,1442.5000000000002,35,1,0.147055761377268
1ON9iARd10SBwwc_d6$lXw,0.0004730738442973,3.713629677276991,164175.12873353087,164175.12873353087,0.0004730738442973,44209000.00000001,164000.0,0.0,3.71,2824.361400991559,20369.86860907244,1637.1966789210633,310.0,360.0,6,1,0.0913124581174075
1aouZu9YrCB8op$agfjFfd,0.0004730738442973,3.713629677276991,164175.12873353087,164175.12873353087,0.0004730738442973,44209000.00000001,164000.0,0.0,3.71,1642.6385990019512,20369.86860907244,2829.8033210789367,310.0,360.0,6,1,0.0984360814744982
39a8pZqeb58ucLWrNyyl9p,0.0002859912871902,2.2450316044421905,145817.92716338902,151129.73010012828,0.0002859912871902,64107999.99999999,151000.00000000003,0.0,2.27,4183.506589932948,19388.52631376837,2290.713612951653,40.0,940.8,40,1,0.1583363397954936
3kFLqp1qX67efwaKw54TrS,0.0002859912871902,2.2450316044421905,145817.92716338902,151129.73010012828,0.0002859912871902,64107999.99999999,151000.00000000003,0.0,2.27,283.4931015669022,23388.52631376557,2290.713612951653,40.0,940.8,40,1,0.150185517319741
193uxPk7180hxSucBkf5zc,0.0002859912871902,2.2450316044421905,145817.92716338902,151129.73010012828,0.0002859912871902,64107999.99999999,151000.00000000003,0.0,2.27,283.4931015669022,19388.52631376837,2290.713612951653,40.0,940.8,40,1,0.1485182251244226
34I6lSkm5E9Rn16BSOtAoq,0.0006438601917641,5.05430250535085,328283.98189456214,339481.7851388139,0.0006438601917641,64107999.99999999,339000.0,0.001,5.119999999999999,3136.517408734981,14907.163250384236,2296.83568192254,40.0,2117.9,40,1,0.1714452881566621
3kttauKl96tv4i$YDXhgx7,0.0006438601917641,5.05430250535085,328283.98189456214,339481.7851388139,0.0006438601917641,64107999.99999999,339000.0,0.001,5.119999999999999,2296.83568192254,14907.163250384236,1330.4828896086324,40.0,2117.9,40,1,0.1703764611852685
230Qw6QFj2XQYYTZeY8pTK,0.0006438601917641,5.05430250535085,328283.98189456214,339481.7851388139,0.0006438601917641,64107999.99999999,339000.0,0.001,5.119999999999999,2170.164318039992,14907.163250384236,3136.517408734981,40.0,2117.9,40,1,0.1678225785268255
3GQe37pNj9x8sF2otzVXaM,0.0006438601917641,5.05430250535085,328283.98189456214,339481.7851388139,0.0006438601917641,64107999.99999999,339000.0,0.001,5.119999999999999,1330.4828896086324,14907.163250384236,2170.164318039992,40.0,2117.9,40,1,0.1730795991202723
1dYDXdwlfFz9gkSzXKSqxV,0.0092842056921264,72.88101468400322,2357317.7651072005,2420833.89899206,0.0092842056921264,32053000.0,2421000.0,0.01,73.55,3629.265413692453,8995.00778409528,3629.265413692453,100.0,6044.4,100,-1,-0.1380722515728495
26QmiWXvPEtPujCVoJN1Za,0.0092842056921264,72.88101468400322,2357317.7651072005,2420833.89899206,0.0092842056921264,32053000.0,2421000.0,0.01,73.55,837.7344646867358,8995.00778409528,3629.265413692453,100.0,6044.4,100,-1,-0.1380722515728495
0IvNjmZYL17OkjEOjUyph7,0.0092842056921264,72.88101468400322,2357317.7651072005,2420833.89899206,0.0092842056921264,32053000.0,2421000.0,0.01,73.55,3629.265413692453,8995.00778409528,837.7344646867358,100.0,6044.4,100,-1,-0.1360360140818678
2Eem_BYBL9HwihLakf1Aim,0.0092842056921264,72.88101468400322,2357317.7651072005,2420833.89899206,0.0092842056921264,32053000.0,2421000.0,0.01,73.55,837.7344646867358,8995.00778409528,837.7344646867358,100.0,6044.4,100,-1,-0.1360360140818678
3tpHf7FQz7SuaCc7p9h2VS,0.0004556344880619,3.57673073129002,235071.49072777003,240374.2334880533,0.0004556344880619,64107999.99999999,240000.00000000003,0.0,3.67,2814.218133246284,22877.56060783733,2226.3297367498044,40.0,1516.6,40,1,0.2033403546586357
22NhEg9QD1xeFclPk5q3IK,0.0004610491560286,3.61923587481213,235071.49072777003,243265.4505412777,0.0004610491560286,64107999.99999999,243000.00000000003,0.0,3.67,2240.429392690517,20937.92530136373,1619.026407253333,40.0,1516.6,40,1,0.1992556603376599
3xUc4IaOv3bvPh5AeMVtPi,0.0004610491560286,3.61923587481213,235071.49072777003,243265.4505412777,0.0004610491560286,64107999.99999999,243000.00000000003,0.0,3.67,2226.571381517432,20937.92530136373,2847.973588352389,40.0,1516.6,40,1,0.2018977325978556
2pgBIxk6T5kRWtd0hoTt0U,0.001046007289298,8.211157220986129,529085.0671736391,548017.3955627754,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,2305.252038918997,9502.403282320143,842.8860769151679,45.0,3040.7,45,1,0.134256915899909
2$XWfVznn2tuJc2uCLn4FU,0.001046007289298,8.211157220986129,529085.0671736391,548017.3955627754,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,3624.1139230081353,9502.403282320143,2305.252038918997,45.0,3040.7,45,1,0.1427368740160747
35YGPUgiL9B9v0L9nFitDL,0.001046007289298,8.211157220986129,529085.0671736391,548017.3955627754,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,842.8860769151679,9502.403282320143,2161.74796104424,45.0,3040.7,45,1,0.1404512396210495
0eFEUyd51ESQv_CgpCG_qg,0.001046007289298,8.211157220986129,529085.0671736391,548017.3955627754,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,2161.74796104424,9502.403282320143,3624.1139230081353,45.0,3040.7,45,1,0.1303600773603008
19B9NsX5978vOKa_nfMyHf,0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,2233.441722046017,20387.27270885793,1614.772897344971,45.0,1150.0000000000002,45,1,0.1865712856736838
2v9uzK_DjDkPjLeZ5h_Jn3,0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,1654.226744186045,20362.72674418605,2233.519947961025,45.0,1150.0000000000002,45,1,0.1865811709356075
0pxRbbEg13Ah9eNW6AtVlE,0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,2812.773255815732,24387.273255815653,2233.519947961025,45.0,1150.0000000000002,45,1,0.18281590837004
0UXSpUUGnDmgEKJGPp6xbs,0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,2812.773255815732,20362.72674418605,2233.519947961025,45.0,1150.0000000000002,45,1,0.1875828338427916
0ab890tNn728J43vMtdiz7,0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,2233.441722046017,20387.27270885793,2852.227102654996,45.0,1150.0000000000002,45,1,0.185391282059718
2ju9wSrW1Aq9QfPwnF_xbF,0.0003956,3.10546000000566,200099.99425000005,207688.0000000399,0.0003956,63512000.0,208000.00000000003,0.0,3.15,1654.226744186045,24387.273255815653,2233.519947961025,45.0,1150.0000000000002,45,1,0.1829741525717378
0CS1HAB51BywEYs$bkC14c,0.0012542995806403,9.846251708024,526661.2528400071,526661.2528400071,0.0012542995806403,53489000.0,527000.0,0.001,9.85,4135.076789050215,3423.688136157181,1239.9376705069471,55.0,2389.1,55,1,0.1150353051744423
2rKIm$k3DBkh$GFcC5NVsn,0.0012542995806403,9.846251708024,526661.2528400071,526661.2528400071,0.0012542995806403,53489000.0,527000.0,0.001,9.85,331.9232234184225,3423.688136157181,3227.062330999032,55.0,2389.1,55,1,0.1077919032013163
0PGxvq$HPCMO89gwyOTn0i,0.0012542995806403,9.846251708024,526661.2528400071,526661.2528400071,0.0012542995806403,53489000.0,527000.0,0.001,9.85,1239.9376705069471,3423.688136157181,331.9232234184225,55.0,2389.1,55,1,0.117126687193599
2JP$eVuBP1lfriCYvcUwGh,0.0012542995806403,9.846251708024,526661.2528400071,526661.2528400071,0.0012542995806403,53489000.0,527000.0,0.001,9.85,3227.062330999032,3423.688136157181,4135.076789050215,55.0,2389.1,55,1,0.1038846806461861
3CoA7LlQ5BGfGMmiKwMYva,0.001091236102443,8.56620340413574,559031.9508369309,574911.0843803107,0.001091236102443,64107999.99999999,575000.0000000001,0.001,8.719999999999999,4066.846478748308,4229.788474507146,2233.441722046017,40.0,3606.7,40,1,0.0968748952531369
3FqdU9FGz3lv$CfVHEesxS,0.001091236102443,8.56620340413574,559031.9508369309,574911.0843803107,0.001091236102443,64107999.99999999,575000.0000000001,0.001,8.719999999999999,2233.441722046017,4229.788474507146,400.15351984638096,40.0,3606.7,40,1,0.1001332022215084
0dZt9_Y4rCqQ4quMkCEayt,0.0005974217104475,4.689760427008121,304606.466566613,315040.47918304004,0.0005974217104475,64107999.99999999,315040.47918304004,0.001,4.75,1449.5391276641924,16230.61087059405,2169.6709580711,40.0,1965.2,40,1,0.1714292265504495
1l7yHxgrzDiPTuIoMfi4X3,0.0005974217104475,4.689760427008121,304606.466566613,315040.47918304004,0.0005974217104475,64107999.99999999,315040.47918304004,0.001,4.75,2169.6709580711,16230.61087059405,3017.460875448718,40.0,1965.2,40,1,0.1706098449882162
12rrCIMMbDHPo8P$FBzHGm,0.0005974217104475,4.689760427008121,304606.466566613,315040.47918304004,0.0005974217104475,64107999.99999999,315040.47918304004,0.001,4.75,2297.32863394221,16230.61087059405,1449.5391276641924,40.0,1965.2,40,1,0.1757809162688342
0565qcZpD15BJ32Xza1M8G,0.0005974217104475,4.689760427008121,304606.466566613,315040.47918304004,0.0005974217104475,64107999.99999999,315040.47918304004,0.001,4.75,3017.460875448718,16230.61087059405,2297.32863394221,40.0,1965.2,40,1,0.1735924664147192
3EYOFpXTvAqxVORyzQ5nVQ,0.0014930905913226,11.720761141891096,605026.2624521999,624353.029421656,0.0014930905913226,50999000.00000001,624000.0,0.002,11.86,3368.5363633478896,422.3854443858289,4403.649209715206,60.0,2596.7,60,1,0.0376873792156403
0OvNRJpf16kgVX$M9Cwt3q,0.0014930905913226,11.720761141891096,605026.2624521999,624353.029421656,0.0014930905913226,50999000.00000001,624000.0,0.002,11.86,63.35079156534998,422.3854443858289,3368.5363633478896,60.0,2596.7,60,1,0.0373319972219865
0wmbgb5E93n9XTnFGblBPG,0.0014930905913226,11.720761141891096,605026.2624521999,624353.029421656,0.0014930905913226,50999000.00000001,624000.0,0.002,11.86,4403.649209715206,422.3854443858289,1098.4636385139474,60.0,2596.7,60,1,0.0390467900123779
3afzWgy0TAH8EwWXs74OUi,0.0014930905913226,11.720761141891096,605026.2624521999,624353.029421656,0.0014930905913226,50999000.00000001,624000.0,0.002,11.86,1098.4636385139474,422.3854443858289,63.35079156534998,60.0,2596.7,60,1,0.0395132842177627
2S9LwrsvbD9ulJJGdHRuuQ,0.0003191848288552,2.50560090650952,164428.557144774,169792.6819686347,0.0003191848288552,64887000.0,170000.00000000003,0.0,2.53,2173.34976594495,26903.845552541807,2576.731315694428,35.0,1209.0,35,1,0.1785878664204355
2XcEQ3V_v3kvsY2UIVMGoT,0.0003191848288552,2.50560090650952,164428.557144774,169792.6819686347,0.0003191848288552,64887000.0,170000.00000000003,0.0,2.53,2576.731315694428,26903.845552541807,2293.598506482805,35.0,1209.0,35,1,0.1813977871468134
3bx6dWM$vCxwVOdifKXi4r,0.0003191848288552,2.50560090650952,164428.557144774,169792.6819686347,0.0003191848288552,64887000.0,170000.00000000003,0.0,2.53,2293.6003977978057,26903.845552541807,1890.2143383975035,35.0,1209.0,35,1,0.1817703994264706
0Q_hRwskH4y8W3L$gxUa9f,0.0003191848288552,2.50560090650952,164428.557144774,169792.6819686347,0.0003191848288552,64887000.0,170000.00000000003,0.0,2.53,1890.2143383975035,26903.845552541807,2173.4014947979967,35.0,1209.0,35,1,0.1818932184891157
312agR6qj6vxaC1qMEAaJJ,0.0004271057725888,3.35278031481472,220410.90549524405,225368.226447738,0.0004271057725888,64107999.99999999,225000.00000000003,0.0,3.44,1652.773095914023,19913.347240144027,2239.796550715785,40.0,1422.0,40,1,0.198550374937767
2YvyBaojD5JulDaHSkbCp4,0.0004271057725888,3.35278031481472,220410.90549524405,225368.226447738,0.0004271057725888,64107999.99999999,225000.00000000003,0.0,3.44,2814.218133246284,19913.347240144027,2227.201166894836,40.0,1422.0,40,1,0.2001161857547286
2riB$S9qn4TQ8wVQVAZi7M,0.0007488942417257,5.878819797546989,381837.527520183,394762.8640661125,0.0007488942417257,64107999.99999999,395000.00000000006,0.001,5.96,1344.7307358265189,4227.416315789475,1343.504620315315,40.0,2463.5000000000005,40,1,0.1433815908467942
3KUcrRaYPFLuYMdlK77A3$,0.0007488942417257,5.878819797546989,381837.527520183,394762.8640661125,0.0007488942417257,64107999.99999999,395000.00000000006,0.001,5.96,1343.504620315315,4227.416315789475,3122.2692790786896,40.0,2463.5000000000005,40,1,0.1480499230020612
2TA2fpc8DA9PsAV7OB2_qt,0.0007488942417257,5.878819797546989,381837.527520183,394762.8640661125,0.0007488942417257,64107999.99999999,395000.00000000006,0.001,5.96,3123.4953777380165,4227.416315789475,1344.7307358265189,40.0,2463.5000000000005,40,1,0.1393985042496732
3u5pwJyvr4Ah94j0HxVgGK,0.0007488942417257,5.878819797546989,381837.527520183,394762.8640661125,0.0007488942417257,64107999.99999999,395000.00000000006,0.001,5.96,3122.2692790786896,4227.416315789475,3123.4953777380165,40.0,2463.5000000000005,40,1,0.1464337087619761
2ZOiSqDGT1ZxKoZ3ja_w2m,0.001046007289298,8.211157220986129,529124.5894300439,548058.2806568753,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,2161.891472738148,9499.369017601382,876.1142841174635,45.0,3040.9,45,1,0.1343160753825915
3XGTyJR7b8rw35PCdeCFq3,0.001046007289298,8.211157220986129,529124.5894300439,548058.2806568753,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,876.1142841174635,9499.369017601382,2305.108527225332,45.0,3040.9,45,1,0.1399464167407065
1n6gX9Bjb94QTkmmqY3Xq2,0.001046007289298,8.211157220986129,529124.5894300439,548058.2806568753,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,2305.108527225332,9499.369017601382,3590.8857158363994,45.0,3040.9,45,1,0.1298959985538204
3Tnezy9HH2CwWMApzLC_1E,0.001046007289298,8.211157220986129,529124.5894300439,548058.2806568753,0.001046007289298,63512000.0,548017.3955627754,0.001,8.33,3590.8857158363994,9499.369017601382,2161.891472738148,45.0,3040.9,45,1,0.1428454685248872
3eENGwjxT16fzZQ44vJlil,0.0008023246534726,6.29824852976829,238362.44242795903,241852.37199079283,0.0008023246534726,36510000.0,242000.00000000003,0.001,6.53,-92.77385978758969,19384.84089266736,2233.519947961025,100.0,742.6,65,1,0.0594236416798288
2G9h9Q1bPBzvYsDnTQkvlR,0.0008023246534726,6.29824852976829,238362.44242795903,241852.37199079283,0.0008023246534726,36510000.0,242000.00000000003,0.001,6.53,-92.77385978758969,23384.84089266736,2233.519947961025,100.0,742.6,65,1,0.0562267734086306
3J$eB_hpj1Gx7dTmRnTWC8,0.0014267254373583,11.1997946832587,725058.941326802,747194.5886914623,0.0014267254373583,63512000.0,747000.0,0.001,11.42,4335.072683303305,1231.1606470163788,2233.6277641273978,45.0,4167.0,45,1,0.0136274877912647
2BYwo0F259phEZVjD2lyog,0.0014267254373583,11.1997946832587,725058.941326802,747194.5886914623,0.0014267254373583,63512000.0,747000.0,0.001,11.42,2233.37352568765,1231.1606470163788,4335.072683303305,45.0,4167.0,45,1,0.0149988418465041
1do3j5ynv3kQaR1GdQ9QxX,0.0014267254373583,11.1997946832587,725058.941326802,747194.5886914623,0.0014267254373583,63512000.0,747000.0,0.001,11.42,131.9273166911606,1231.1606470163788,2233.37352568765,45.0,4167.0,45,1,0.0150591600294833
3UJN$Fs_P59RtdAlq29iZn,0.0014267254373583,11.1997946832587,725058.941326802,747194.5886914623,0.0014267254373583,63512000.0,747000.0,0.001,11.42,2233.6277641273978,1231.1606470163788,131.9273166911606,45.0,4167.0,45,1,0.0130827687545307
3nqsk5qaDA1fFXwzNUc6g5,0.0001354187117132,1.06303688695039,69761.1583148174,72340.95318122809,0.0001354187117132,64887000.0,72000.00000000001,0.0,1.08,2204.288588742529,28603.852197373475,2400.9689624048583,35.0,512.9,35,1,0.1720983037608862
2$JX7iTnXEqvrsa55KMklD,0.0001354187117132,1.06303688695039,69761.1583148174,72340.95318122809,0.0001354187117132,64887000.0,72000.00000000001,0.0,1.08,2262.625170899504,28603.852197373475,2065.9403210896644,35.0,512.9,35,1,0.1722674054519132
